Inviabilidades	FO
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
0	118937.181894
