Inviabilidades	FO
0	86370.890971
0	86370.890971
0	86370.890971
0	86427.341876
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86837.793607
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86427.341876
0	86370.890971
0	86370.890971
0	86427.341876
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86427.341876
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86370.890971
0	86427.341876
