Inviabilidades	FO
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
0	88.966178
