Inviabilidades	FO
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
0	205.963736
