Inviabilidades	FO
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70191.266238
0	70450.493687
0	70210.312859
0	70210.312859
0	70191.266238
0	70191.266238
0	70210.312859
0	70237.147364
0	70210.312859
0	70191.266238
0	70191.266238
0	70210.312859
0	70237.147364
0	70450.493687
0	70191.266238
0	70191.266238
0	70191.266238
0	70210.312859
0	70191.266238
0	70191.266238
0	70191.266238
0	70210.312859
0	70191.266238
0	70210.312859
0	70191.266238
0	70191.266238
0	70191.266238
0	70191.266238
0	70191.266238
0	70191.266238
0	70191.266238
0	70210.312859
0	70191.266238
0	70210.312859
0	70210.312859
0	70191.266238
0	70191.266238
0	70210.312859
0	70191.266238
0	70210.312859
0	70210.312859
0	70210.312859
0	70191.266238
0	70210.312859
