Inviabilidades	FO
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2438411.223658
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2438411.223658
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2438411.223658
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
0	2416694.334944
