Inviabilidades	FO
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118885.058562
0	118684.222944
0	118684.222944
0	118684.222944
0	118733.208656
0	118684.222944
0	118684.222944
0	118684.222944
0	118787.276784
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118885.058562
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
0	118684.222944
