Inviabilidades	FO
0	118949.933361
0	118949.933361
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118949.933361
0	118828.580274
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118828.580274
0	119332.373096
0	118949.933361
0	118926.285316
0	118949.933361
0	118926.285316
0	118828.580274
0	118926.285316
0	118828.580274
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118949.933361
0	118926.285316
0	118926.285316
0	118948.083512
0	118828.580274
0	118926.285316
0	118926.285316
0	118949.933361
0	118949.933361
0	118926.285316
0	118926.285316
0	118949.933361
0	118926.285316
0	118828.580274
0	118828.580274
0	118828.580274
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
0	118926.285316
