Inviabilidades	FO
0	70210.312859
0	70210.312859
0	70210.312859
0	70400.830284
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70329.344257
0	70210.312859
0	70400.830284
0	70400.830284
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70329.344257
0	70378.312107
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
0	70400.830284
0	70210.312859
0	70378.312107
0	70210.312859
0	70457.897740
0	70210.312859
0	70210.312859
0	70210.312859
0	70210.312859
