Inviabilidades	FO
0	81.764339
0	81.591650
0	81.764339
0	81.858614
0	81.764339
0	81.591650
0	81.858614
0	81.764339
0	81.591650
0	81.858614
0	81.591650
0	81.964475
0	81.764339
0	81.764339
0	81.764339
0	81.858614
0	81.764339
0	81.987537
0	81.964475
0	81.964475
0	81.858614
0	81.764339
0	81.858614
0	81.987537
0	81.964475
0	81.764339
0	81.591650
0	81.591650
0	81.964475
0	81.591650
0	81.764339
0	81.764339
0	81.987537
0	81.591650
0	81.964475
0	81.858614
0	81.764339
0	81.764339
0	81.764339
0	81.858614
0	81.591650
0	81.764339
0	81.858614
0	81.964475
0	81.764339
0	81.858614
0	81.764339
0	81.858614
0	81.858614
0	81.964475
