Inviabilidades	FO
0	78.945066
0	78.940841
0	78.945066
0	78.945066
0	78.940841
0	78.945066
0	78.945066
0	78.940841
0	78.945066
0	78.940841
0	78.945066
0	78.945066
0	78.945066
0	78.945066
0	78.940841
0	78.945066
0	78.940841
0	78.940841
0	78.945066
0	78.945066
0	78.940841
0	78.940841
0	78.940841
0	78.945066
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.945066
0	78.940841
0	78.945066
0	78.945066
0	78.940841
0	78.945066
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.940841
0	78.945066
0	78.940841
0	78.940841
0	78.945066
